№,БИН/ИИН,Наименование субъекта,Ссылка,Долгосрочный договор,Юридический адрес,Форма собственности,Регион оказания услуг,Дата включения в БД
65841,180340006936,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО - КЛИНИЧЕСКИЙ ЦЕНТР НЕВРОЛОГИИ И РЕАБИЛИТАЦИИ ""АЛЬФРЕД+"" (НКЦНР ""АЛЬФРЕД+"")",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65841,Нет,"г.Алматы, Медеуский район
г.Алматы, Медеуский район",Частные организации,г.Алматы,2022-02-11 15:30:52
65854,210540004251,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""OCUMED""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65854,Нет,"г.Алматы, Ауэзовский район
г.Алматы, Ауэзовский район",Частные организации,г.Алматы,2022-10-05 12:45:14
65752,140940008540,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""DIVES GROUP""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65752,Нет,"г.Астана, район Есиль
г.Астана, район Есиль
г.Астана, район Есиль",Частные организации,Туркестанская область,2022-04-14 10:45:09
65839,100140017375,"ТОO ""Centre Nova Diagnostic""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65839,Нет,"г.Алматы, Медеуский район",Частные организации,Туркестанская область,2024-02-12 16:22:14
65790,830423499048,"ИП ""Калмурзаева Г.М""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65790,Нет,"Костанайская область, г.Рудный
Костанайская область, г.Рудный",Частные организации,Костанайская область,2022-05-05 15:03:02
65856,201040033397,"ТОО """"МЕД Лаборатория""""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65856,Нет,"область Жетісу, г.Талдыкорган",Частные организации,область Жетісу,2021-09-15 12:56:48
65862,220540045627,"ТОО ""MC ""NAZAR""""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65862,Нет,"область Жетісу, г.Текели",Частные организации,область Жетісу,2024-12-03 15:47:13
65876,140940023762,"ТОО ""МЕДИЦИНСКИЙ ЦЕНТР ЖЕЗКАЗГАН""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65876,Да,"область Ұлытау, г.Жезказган
область Ұлытау, г.Жезказган",Частные организации,область Ұлытау,2022-11-25 18:56:53
65503,150740006678,"Республиканское государственное предприятие на праве хозяйственного ведения ""Национальный центр экспертизы"" Комитета санитарно-эпидемиологического контроля Министерства здравоохранения Республики Казахстан",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65503,Нет,"г.Астана, район Сарыарка",Государственные организации,Туркестанская область,2023-04-24 11:04:19
65850,761105400870,ИП КУСАИНОВА БИБИГУЛЬ,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65850,Нет,"область Ұлытау, г.Сатпаев",Частные организации,область Ұлытау,2023-02-27 16:43:26
65852,190240017444,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙМЕДИЯ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65852,Нет,"область Ұлытау, г.Жезказган
область Ұлытау, г.Жезказган
область Ұлытау, г.Жезказган",Частные организации,область Ұлытау,2023-06-30 15:44:39
65469,060840000336,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КДЛ ОЛИМП""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65469,Нет,"г.Астана, район Есиль",Частные организации,Мангистауская область,2023-02-02 15:58:03
65831,980540000081,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЫРЗА-ХАН""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65831,Нет,"г.Астана, район Есиль
г.Астана, район Есиль",Частные организации,Кызылординская область,2023-02-03 13:18:23
65585,960340000207,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖУРЕК""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65585,Нет,"область Ұлытау, г.Жезказган
область Ұлытау, г.Жезказган
область Ұлытау, г.Жезказган
область Ұлытау, г.Жезказган
область Ұлытау, г.Жезказган
область Ұлытау, г.Жезказган
область Ұлытау, г.Жезказган",Частные организации,область Ұлытау,2017-09-08 00:00:00
65600,970440003960,"ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ЦЕНТР МЕДИКО-ЛАБОРАТОРНЫХ ИССЛЕДОВАНИЙ ""ДИАГНОСТИКА""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65600,Нет,"область Ұлытау, г.Сатпаев",Частные организации,область Ұлытау,2022-11-19 11:37:12
65603,180640007698,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАЙИЗ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65603,Нет,"область Ұлытау, г.Сатпаев",Частные организации,область Ұлытау,2019-04-03 00:00:00
65789,990140002063,"КГП на ПХВ ""СОМАТИЧЕСКИЙ САНАТОРИЙ ""КАРЛЫГАШ"" УЗОҰ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65789,Нет,"область Ұлытау, г.Жезказган
область Ұлытау, г.Жезказган
область Ұлытау, г.Жезказган
область Ұлытау, г.Жезказган
область Ұлытау, г.Жезказган
область Ұлытау, г.Жезказган",Государственные организации,область Ұлытау,2017-09-13 00:00:00
65189,151240003063,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЗИНВЕСТ-НС""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65189,Нет,"Алматинская область, Карасайский район, г.Каскелен
Алматинская область, Карасайский район, г.Каскелен
Алматинская область, Карасайский район, г.Каскелен",Частные организации,Алматинская область,2021-04-29 17:11:39
65838,570730400387,"ИП ""Джумагалиева К.У"" СВА Ал-Ай-Дан",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65838,Нет,"Атырауская область, г.Атырау
Атырауская область, г.Атырау
Атырауская область, г.Атырау",Частные организации,Атырауская область,2018-11-20 00:00:00
65804,090240003443,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИКРОЛАБСЕРВИС""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65804,Нет,"Актюбинская область, г.Актобе, район Алматы
Актюбинская область, г.Актобе, район Алматы
Актюбинская область, г.Актобе, район Алматы
Актюбинская область, г.Актобе, район Алматы
Актюбинская область, г.Актобе, район Алматы",Частные организации,Актюбинская область,2017-11-08 00:00:00
65780,871225450712,ИП ТУЛЕМИСОВА КУРАЛАЙ,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65780,Нет,"Павлодарская область, г.Аксу
Павлодарская область, г.Аксу
Павлодарская область, г.Аксу",Частные организации,Павлодарская область,2025-02-28 13:04:13
65832,980540000081,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЫРЗА-ХАН""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65832,Нет,"г.Астана, район Есиль
г.Астана, район Есиль",Частные организации,Акмолинская область,2023-01-31 16:42:51
65817,840907400646,ИП Марал-Мед,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65817,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2021-04-07 18:20:54
65772,980540000081,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЫРЗА-ХАН""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65772,Нет,"г.Астана, район Есиль
г.Астана, район Есиль",Частные организации,Северо-Казахстанская область,2017-09-11 00:00:00
65695,150740006678,"Республиканское государственное предприятие на праве хозяйственного ведения ""Национальный центр экспертизы"" Комитета санитарно-эпидемиологического контроля Министерства здравоохранения Республики Казахстан",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/65695,Нет,"г.Астана, район Сарыарка",Государственные организации,Акмолинская область,2023-04-21 09:10:59
