№ Участника,Наименование участника,Ссылка,"БИН (ИНН, УНП)",ИИН,РНН
382535,"Товарищество с ограниченной ответственностью ""WEGO MEDICAL KZ (ВЕГО МЕДИКАЛ КЗ)""",https://fms.ecc.kz/ru/register/supplierreg/show/382535,181140014873,,
382495,"ТОО ""ЖАНДОС ДЕНТ""",https://fms.ecc.kz/ru/register/supplierreg/show/382495,240540033974,,
382415,"""BerekeDent"" жауапкершілігі шектеулі серіктестігі",https://fms.ecc.kz/ru/register/supplierreg/show/382415,210940041934,,
382355,"Товарищество с ограниченной ответственностью ""BAIKANG""",https://fms.ecc.kz/ru/register/supplierreg/show/382355,231240020506,,
382295,"""L-Sayаrs"" жауапкершілігі шектеулі серіктестігі",https://fms.ecc.kz/ru/register/supplierreg/show/382295,230740007227,,
382195,"ТОО ""My Dentss""",https://fms.ecc.kz/ru/register/supplierreg/show/382195,240940031625,,
382155,ИП Trinity med,https://fms.ecc.kz/ru/register/supplierreg/show/382155,,710613402320,
382115,ИП АНДРЕЕВА НАТАЛЬЯ,https://fms.ecc.kz/ru/register/supplierreg/show/382115,,880331450133,
382015,"""VITALMED.KZ"" жауапкершілігі шектеулі серіктестігі",https://fms.ecc.kz/ru/register/supplierreg/show/382015,080840008880,,
381935,"Товарищество с ограниченной ответственностью ""MediGroup Clinic""",https://fms.ecc.kz/ru/register/supplierreg/show/381935,171140001919,,
381855,"ТОО ""AZATTYQ NEWS KZ""",https://fms.ecc.kz/ru/register/supplierreg/show/381855,220440045168,,
381795,"Товарищество с ограниченной ответственностью ""СИГМА-МТ""",https://fms.ecc.kz/ru/register/supplierreg/show/381795,001240000534,,
381715,"Товарищество с ограниченной ответственностью ""AISERMED CLINIC""",https://fms.ecc.kz/ru/register/supplierreg/show/381715,240840001194,,
381675,"""Olymp Medical Group"" жауапкершілігі шектеулі серіктестігінің Қызылорда филиалы",https://fms.ecc.kz/ru/register/supplierreg/show/381675,211041028695,,
381575,"ИП ""Topper kz""",https://fms.ecc.kz/ru/register/supplierreg/show/381575,,860708451058,
381495,"Товарищество с ограниченной ответственностью ""Medical center SherMa by Dr.Kydyrova M.""",https://fms.ecc.kz/ru/register/supplierreg/show/381495,240240026287,,
381435,"ТОО ""Medical center SherMa by Dr.Kydyrova M.""",https://fms.ecc.kz/ru/register/supplierreg/show/381435,,850105400201,
381395,"Товарищество с ограниченной ответственностью ""Кызылординский Университет ""Болашак""",https://fms.ecc.kz/ru/register/supplierreg/show/381395,991040001575,,
381275,"Товарищество с ограниченной ответственностью ""Медицинский центр ShymLife""",https://fms.ecc.kz/ru/register/supplierreg/show/381275,240140003660,,
381235,"Товарищество с ограниченной ответственностью ""Crown White dental clinic""",https://fms.ecc.kz/ru/register/supplierreg/show/381235,240740027411,,
381195,ИП ТУРГИНБАЕВ БЕКСУЛТАН,https://fms.ecc.kz/ru/register/supplierreg/show/381195,,910730302667,
381095,"Товарищество с ограниченной ответственностью ""DENTAL CLINIC DR.TOKTASSYNOV""",https://fms.ecc.kz/ru/register/supplierreg/show/381095,231240016776,,
381015,"Товарищество с ограниченной ответственностью ""Tengrium dental""",https://fms.ecc.kz/ru/register/supplierreg/show/381015,220540038595,,
380935,ИП АХМЕТОВА ДАНА,https://fms.ecc.kz/ru/register/supplierreg/show/380935,,870413401288,
380895,"Товарищество с ограниченной ответственностью ""МСП-РОМФАРМ""",https://fms.ecc.kz/ru/register/supplierreg/show/380895,230640024283,,
380835,"Товарищество с ограниченной ответственностью ""UlyTuran Group""",https://fms.ecc.kz/ru/register/supplierreg/show/380835,171040028907,,
380755,ИП МЕЙРАМОВ КАЗЫБЕК,https://fms.ecc.kz/ru/register/supplierreg/show/380755,,970201350991,
380695,"Товарищество с ограниченной ответственностью ""ИНСТИТУТ РЕПРОДУКТИВНОЙ МЕДИЦИНЫ АСТАНА""",https://fms.ecc.kz/ru/register/supplierreg/show/380695,230340043407,,
380535,"""TapMed"" жауапкершілігі шектеулі серіктестігі",https://fms.ecc.kz/ru/register/supplierreg/show/380535,211140015443,,
380495,"Товарищество с ограниченной ответственностью ""Литер А""",https://fms.ecc.kz/ru/register/supplierreg/show/380495,050340007680,,
380455,"Товарищество с ограниченной ответственностью ""ДЕНТ-К""",https://fms.ecc.kz/ru/register/supplierreg/show/380455,240440011930,,
380375,"Товарищество с ограниченной ответственностью ""Bas marketing (Бас маркетинг)""",https://fms.ecc.kz/ru/register/supplierreg/show/380375,221140039938,,
380215,"Товарищество с ограниченной ответственностью ""БаркMed""",https://fms.ecc.kz/ru/register/supplierreg/show/380215,190940015979,,
380175,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПСК ФАРМА""",https://fms.ecc.kz/ru/register/supplierreg/show/380175,241050005165,,
379935,"Товарищество с ограниченной ответственностью ""ERENSAU""",https://fms.ecc.kz/ru/register/supplierreg/show/379935,240440031548,,
379875,"Товарищество с ограниченной ответственностью ""InnMed""",https://fms.ecc.kz/ru/register/supplierreg/show/379875,220840032626,,
379815,"Государственное учреждение ""Прокуратура города Астаны""",https://fms.ecc.kz/ru/register/supplierreg/show/379815,990240016691,,
379755,"""Павлодар облысының прокуратурасы"" мемлекеттiк мекемесі",https://fms.ecc.kz/ru/register/supplierreg/show/379755,980840001712,,
379675,"ТОО ""DENTICORE""",https://fms.ecc.kz/ru/register/supplierreg/show/379675,240440027847,,
379615,"ТОО ""MC ""NAZAR""""",https://fms.ecc.kz/ru/register/supplierreg/show/379615,220540045627,,
379515,"ТОО ""RIК СТОМ МЕД""",https://fms.ecc.kz/ru/register/supplierreg/show/379515,240140006249,,
379475,"""Медицинский центр ""Эмаль"""" жауапкершілігі шектеулі серіктестігі",https://fms.ecc.kz/ru/register/supplierreg/show/379475,240640004508,,
379395,"Товарищество с ограниченной ответственностью ""UMA LONG""",https://fms.ecc.kz/ru/register/supplierreg/show/379395,200240004615,,
379295,"Товарищество с ограниченной ответственностью ""ECO CITY KZ (ЭКО СИТИ КЗ)""",https://fms.ecc.kz/ru/register/supplierreg/show/379295,180640016607,,
379195,"Товарищество с ограниченной ответственностью ""Triple-S""",https://fms.ecc.kz/ru/register/supplierreg/show/379195,240240036561,,
379135,"филиал Товарищества с ограниченной ответственностью ""Мирамед"" в городе Актобе",https://fms.ecc.kz/ru/register/supplierreg/show/379135,230141015310,,
379075,"Товарищество с ограниченной ответственностью ""F Clinic""",https://fms.ecc.kz/ru/register/supplierreg/show/379075,231040018150,,
379015,"Товарищество с ограниченной ответственностью ""CLINIC DENTAL ART""",https://fms.ecc.kz/ru/register/supplierreg/show/379015,240840015604,,
378975,"ТОО ""Шипа Life""",https://fms.ecc.kz/ru/register/supplierreg/show/378975,240140006114,,
378915,"Товарищество с ограниченной ответственностью ""Amazing kids""",https://fms.ecc.kz/ru/register/supplierreg/show/378915,231040015621,,
378835,"Товарищество с ограниченной ответственностью ""Доктор Бакитжановна""",https://fms.ecc.kz/ru/register/supplierreg/show/378835,240740025366,,
378775,ИП ДИЛЬДАЕВ,https://fms.ecc.kz/ru/register/supplierreg/show/378775,,710422301194,
378655,"Товарищество с ограниченной ответственностью ""Медицинский центр диагностики и консультации города Павлодара""",https://fms.ecc.kz/ru/register/supplierreg/show/378655,110440015594,,
